N,mu,mutation,run,found,generation_found,best_fit,best_individual
10,100,0.15,2,True,167,45,"[8, 6, 4, 2, 0, 9, 7, 5, 3, 1]"
10,100,0.15,3,True,4,45,"[1, 4, 6, 0, 9, 5, 8, 2, 7, 3]"
10,100,0.15,4,True,13,45,"[5, 3, 0, 4, 7, 9, 2, 6, 8, 1]"
10,100,0.2,0,False,-1,44,"[3, 7, 9, 4, 2, 0, 8, 6, 5, 1]"
10,100,0.2,1,True,8,45,"[6, 3, 5, 0, 8, 4, 2, 7, 9, 1]"
10,100,0.2,2,True,6,45,"[6, 8, 2, 4, 1, 9, 5, 3, 0, 7]"
10,100,0.2,3,True,8,45,"[5, 1, 9, 7, 3, 8, 0, 2, 4, 6]"
10,100,0.2,4,True,11,45,"[9, 3, 5, 8, 2, 0, 7, 1, 4, 6]"
10,100,0.3,0,True,10,45,"[2, 7, 5, 1, 8, 4, 0, 3, 9, 6]"
10,100,0.3,1,True,51,45,"[4, 2, 5, 8, 1, 3, 6, 9, 7, 0]"
10,100,0.3,2,True,2,45,"[3, 7, 4, 8, 0, 9, 6, 2, 5, 1]"
10,100,0.3,3,True,211,45,"[4, 8, 0, 9, 3, 6, 2, 7, 5, 1]"
10,100,0.3,4,True,132,45,"[3, 0, 4, 7, 9, 2, 6, 8, 1, 5]"
12,20,0.01,0,False,-1,64,"[0, 10, 4, 1, 3, 8, 7, 11, 2, 5, 9, 6]"
12,20,0.01,1,True,470,66,"[4, 8, 5, 0, 10, 3, 6, 9, 7, 1, 11, 2]"
12,20,0.01,2,True,141,66,"[8, 5, 0, 10, 7, 4, 1, 3, 9, 6, 2, 11]"
12,20,0.01,3,False,-1,65,"[6, 11, 2, 8, 5, 3, 9, 0, 10, 4, 7, 1]"
12,20,0.01,4,False,-1,65,"[3, 11, 9, 4, 2, 0, 5, 7, 10, 1, 6, 8]"
12,20,0.05,0,True,20,66,"[8, 3, 9, 2, 5, 10, 6, 0, 11, 1, 4, 7]"
12,20,0.05,1,False,-1,65,"[5, 10, 4, 1, 11, 9, 2, 6, 8, 3, 0, 7]"
12,20,0.05,2,False,-1,65,"[4, 7, 5, 11, 8, 1, 3, 6, 10, 2, 0, 9]"
12,20,0.05,3,True,25,66,"[3, 7, 4, 11, 5, 10, 1, 6, 8, 2, 0, 9]"
12,20,0.05,4,False,-1,65,"[6, 0, 7, 10, 5, 2, 9, 1, 4, 11, 8, 3]"
12,20,0.1,0,False,-1,64,"[7, 9, 11, 5, 2, 4, 8, 10, 3, 0, 6, 1]"
12,20,0.1,1,False,-1,65,"[6, 3, 0, 10, 4, 9, 1, 5, 7, 2, 11, 8]"
12,20,0.1,2,False,-1,65,"[11, 9, 7, 1, 3, 6, 0, 10, 8, 5, 2, 4]"
12,20,0.1,3,False,-1,65,"[5, 8, 6, 0, 2, 7, 1, 3, 9, 10, 4, 11]"
12,20,0.1,4,True,473,66,"[9, 1, 5, 2, 8, 10, 0, 4, 6, 11, 3, 7]"
12,20,0.15,0,False,-1,65,"[6, 1, 11, 5, 8, 2, 9, 0, 3, 10, 4, 7]"
12,20,0.15,1,True,436,66,"[9, 1, 8, 5, 3, 0, 11, 4, 6, 10, 2, 7]"
12,20,0.15,2,False,-1,65,"[6, 10, 1, 11, 5, 7, 9, 0, 2, 4, 8, 3]"
12,20,0.15,3,True,31,66,"[11, 4, 7, 3, 6, 9, 2, 0, 5, 10, 8, 1]"
12,20,0.15,4,False,-1,65,"[3, 5, 11, 2, 7, 10, 6, 0, 9, 1, 4, 8]"
12,20,0.2,0,False,-1,65,"[5, 1, 4, 0, 6, 9, 2, 8, 11, 7, 3, 10]"
12,20,0.2,1,True,392,66,"[10, 1, 9, 4, 0, 7, 3, 11, 6, 8, 5, 2]"
12,20,0.2,2,True,14,66,"[1, 6, 4, 10, 8, 11, 3, 7, 0, 2, 5, 9]"
12,20,0.2,3,True,51,66,"[7, 0, 4, 11, 5, 8, 10, 1, 3, 6, 2, 9]"
12,20,0.2,4,False,-1,65,"[10, 7, 4, 2, 0, 8, 3, 5, 1, 9, 11, 6]"
12,20,0.3,0,False,-1,65,"[8, 6, 3, 9, 11, 4, 0, 5, 10, 1, 7, 2]"
12,20,0.3,1,True,15,66,"[9, 7, 2, 4, 1, 10, 0, 5, 11, 8, 6, 3]"
12,20,0.3,2,True,149,66,"[5, 3, 6, 11, 2, 4, 9, 0, 8, 10, 1, 7]"
12,20,0.3,3,False,-1,65,"[0, 7, 5, 8, 9, 1, 4, 2, 10, 6, 11, 3]"
12,20,0.3,4,False,-1,65,"[3, 11, 6, 0, 9, 1, 5, 7, 2, 10, 8, 4]"
12,50,0.01,0,False,-1,64,"[8, 4, 7, 0, 3, 5, 1, 11, 10, 2, 6, 9]"
12,50,0.01,1,True,10,66,"[8, 6, 2, 9, 5, 0, 4, 10, 7, 11, 1, 3]"
12,50,0.01,2,True,262,66,"[7, 11, 1, 6, 4, 10, 0, 9, 5, 2, 8, 3]"
12,50,0.01,3,False,-1,65,"[6, 3, 10, 8, 1, 4, 9, 7, 0, 2, 11, 5]"
12,50,0.01,4,False,-1,65,"[9, 3, 8, 11, 2, 4, 6, 0, 5, 10, 1, 7]"
12,50,0.05,0,True,31,66,"[9, 7, 1, 8, 11, 2, 0, 5, 10, 4, 6, 3]"
12,50,0.05,1,True,101,66,"[1, 6, 11, 2, 4, 9, 0, 3, 10, 7, 5, 8]"
12,50,0.05,2,True,109,66,"[5, 7, 10, 3, 11, 4, 1, 9, 6, 2, 0, 8]"
12,50,0.05,3,False,-1,65,"[11, 2, 6, 9, 7, 1, 4, 0, 10, 8, 5, 3]"
12,50,0.05,4,False,-1,65,"[5, 7, 0, 4, 6, 8, 3, 11, 9, 2, 10, 1]"
12,50,0.1,0,False,-1,65,"[6, 0, 11, 3, 5, 10, 8, 1, 4, 2, 7, 9]"
12,50,0.1,1,False,-1,65,"[6, 0, 7, 11, 1, 3, 9, 8, 10, 4, 2, 5]"
12,50,0.1,2,False,-1,65,"[3, 8, 6, 4, 0, 11, 9, 5, 10, 1, 7, 2]"
12,50,0.1,3,False,-1,65,"[7, 0, 3, 9, 5, 8, 4, 1, 10, 2, 6, 11]"
12,50,0.1,4,True,39,66,"[2, 4, 7, 9, 11, 6, 10, 1, 5, 8, 0, 3]"
12,50,0.15,0,True,33,66,"[9, 2, 5, 7, 1, 11, 8, 6, 0, 3, 10, 4]"
12,50,0.15,1,False,-1,65,"[11, 3, 4, 6, 9, 0, 2, 5, 7, 1, 10, 8]"
12,50,0.15,2,True,16,66,"[4, 8, 10, 3, 9, 6, 2, 0, 11, 1, 7, 5]"
12,50,0.15,3,True,27,66,"[7, 2, 6, 11, 0, 4, 9, 5, 10, 1, 3, 8]"
12,50,0.15,4,True,62,66,"[8, 5, 1, 4, 7, 0, 11, 3, 10, 6, 2, 9]"
12,50,0.2,0,False,-1,65,"[11, 6, 8, 2, 5, 1, 7, 9, 0, 3, 10, 4]"
12,50,0.2,1,True,17,66,"[10, 4, 9, 5, 8, 2, 0, 6, 1, 7, 11, 3]"
12,50,0.2,2,False,-1,65,"[8, 2, 5, 9, 11, 6, 0, 3, 1, 4, 7, 10]"
12,50,0.2,3,False,-1,65,"[6, 9, 2, 0, 5, 3, 8, 11, 7, 4, 10, 1]"
12,50,0.2,4,True,37,66,"[7, 2, 8, 11, 0, 3, 6, 10, 1, 4, 9, 5]"
12,50,0.3,0,True,203,66,"[1, 4, 11, 9, 6, 10, 2, 7, 3, 0, 8, 5]"
12,50,0.3,1,True,27,66,"[8, 4, 9, 0, 3, 7, 11, 2, 6, 1, 10, 5]"
12,50,0.3,2,False,-1,65,"[10, 7, 3, 8, 6, 2, 0, 5, 1, 4, 9, 11]"
12,50,0.3,3,True,62,66,"[10, 7, 2, 4, 8, 0, 3, 6, 11, 5, 1, 9]"
12,50,0.3,4,False,-1,65,"[11, 4, 6, 10, 3, 1, 8, 2, 7, 9, 0, 5]"
12,100,0.01,0,False,-1,65,"[10, 7, 3, 0, 11, 4, 8, 5, 1, 9, 6, 2]"
12,100,0.01,1,True,153,66,"[0, 6, 9, 5, 8, 1, 3, 10, 2, 7, 11, 4]"
12,100,0.01,2,True,27,66,"[10, 4, 7, 1, 3, 9, 0, 8, 5, 2, 6, 11]"
12,100,0.01,3,True,367,66,"[10, 3, 11, 0, 7, 4, 1, 8, 6, 9, 2, 5]"
12,100,0.01,4,False,-1,65,"[2, 5, 8, 11, 3, 10, 6, 1, 9, 4, 0, 7]"
12,100,0.05,0,False,-1,65,"[10, 8, 1, 3, 0, 6, 9, 11, 5, 7, 4, 2]"
12,100,0.05,1,True,8,66,"[9, 7, 5, 11, 1, 6, 0, 3, 8, 4, 2, 10]"
12,100,0.05,2,False,-1,65,"[8, 2, 7, 9, 0, 5, 10, 6, 3, 11, 1, 4]"
12,100,0.05,3,False,-1,65,"[4, 9, 1, 6, 10, 3, 11, 0, 8, 2, 5, 7]"
12,100,0.05,4,False,-1,65,"[5, 9, 4, 10, 3, 11, 6, 8, 0, 2, 1, 7]"
12,100,0.1,0,False,-1,65,"[7, 1, 3, 5, 10, 4, 9, 11, 0, 2, 6, 8]"
12,100,0.1,1,True,13,66,"[6, 8, 0, 4, 1, 7, 9, 11, 2, 5, 3, 10]"
12,100,0.1,2,False,-1,65,"[9, 0, 4, 11, 7, 5, 1, 8, 10, 3, 6, 2]"
12,100,0.1,3,True,16,66,"[2, 6, 9, 11, 1, 5, 0, 8, 4, 7, 3, 10]"
12,100,0.1,4,False,-1,65,"[2, 9, 5, 10, 3, 1, 6, 11, 0, 7, 4, 8]"
12,100,0.15,0,True,180,66,"[9, 4, 0, 3, 11, 6, 10, 1, 5, 8, 2, 7]"
12,100,0.15,1,True,29,66,"[3, 10, 7, 1, 6, 2, 0, 11, 8, 5, 9, 4]"
12,100,0.15,2,True,159,66,"[4, 9, 1, 5, 10, 2, 6, 8, 11, 0, 3, 7]"
12,100,0.15,3,True,20,66,"[5, 1, 10, 7, 3, 8, 0, 2, 9, 11, 6, 4]"
12,100,0.15,4,False,-1,65,"[9, 0, 10, 5, 2, 6, 1, 3, 8, 11, 7, 4]"
12,100,0.2,0,True,4,66,"[2, 8, 5, 7, 10, 0, 11, 1, 4, 6, 3, 9]"
12,100,0.2,1,False,-1,65,"[4, 9, 0, 8, 5, 7, 1, 6, 11, 2, 10, 3]"
12,100,0.2,2,True,18,66,"[1, 9, 11, 2, 7, 3, 8, 0, 4, 6, 10, 5]"
12,100,0.2,3,True,13,66,"[9, 1, 4, 11, 7, 10, 2, 0, 5, 3, 8, 6]"
12,100,0.2,4,True,76,66,"[8, 3, 1, 7, 10, 2, 0, 5, 11, 9, 6, 4]"
12,100,0.3,0,True,14,66,"[6, 8, 2, 7, 1, 3, 11, 9, 4, 10, 5, 0]"
12,100,0.3,1,True,9,66,"[6, 4, 7, 5, 11, 9, 1, 3, 8, 10, 2, 0]"
12,100,0.3,2,True,22,66,"[5, 8, 11, 3, 0, 9, 4, 1, 7, 10, 2, 6]"
12,100,0.3,3,True,28,66,"[4, 9, 1, 8, 5, 2, 0, 10, 6, 11, 3, 7]"
12,100,0.3,4,True,29,66,"[1, 6, 8, 11, 2, 7, 3, 10, 0, 4, 9, 5]"
